1,58,17,1673,655,1075,422,1485,2249,1671,2365,1616,812,1509,405,2291,1963,734,1766,2384,1139,674,2432,1638,290,1411,2418,1139,1545,1834,1751
0,68,23,2240,1872,1173,321,122,777,12,1387,826,544,2360,1850,2234,2141,1683,1680,900,2090,1405,152,985,545,975,1849,1874,342,1517,750
1,16,26,1780,877,272,879,1524,1120,237,981,14,1851,2000,790,1272,1265,1202,844,835,1603,1715,596,795,1532,992,1185,788,409,1387,820
0,96,6,1006,385,1473,114,966,2277,288,684,382,1445,2177,361,83,2133,2108,2471,978,2080,120,2441,890,51,252,1562,94,1447,1946,220
1,82,12,794,1413,1383,1113,654,2287,2204,1642,2204,2304,623,112,2222,1123,377,21,1115,2148,2388,2448,2255,941,336,1920,2252,1903,2173,2474
0,32,18,448,1427,2499,1223,1768,331,738,383,1639,504,1039,249,2394,914,564,1434,1311,1173,2017,934,1354,553,2312,276,2228,1432,677,67
0,53,26,2034,263,1872,169,1531,176,1072,1008,1384,1148,777,891,2070,2156,1244,2389,1075,2041,1183,2096,1564,2316,507,618,2244,431,364,1415
1,68,27,1213,1451,2388,2477,36,1139,1017,1786,2068,498,62,1656,1652,649,1510,1565,821,1261,843,1625,706,2007,2016,2495,1845,2418,2256,1658
0,99,30,754,1318,1435,1364,1425,2391,452,381,2293,1222,2133,965,1399,1370,704,705,613,1455,201,1140,2426,1977,2304,611,2339,447,717,1471
1,86,43,783,1614,2224,83,348,1659,1987,2352,1594,1019,1116,1745,2238,2417,1617,1887,1032,1112,2221,903,2415,545,2057,2306,1046,2293,1539,1935
1,97,17,396,2290,2149,2235,484,1640,80,1010,2142,1234,2264,375,407,1327,219,1930,1528,827,971,1581,2004,286,1477,1875,139,2153,848,2482
1,87,42,1699,275,165,2470,1764,328,856,1117,44,1284,775,1514,1193,839,1828,999,27,2264,416,2201,441,2317,718,1716,1176,1303,295,12
0,116,35,2199,1701,622,692,564,1465,1613,1025,2183,852,1834,563,930,2467,1601,1103,1608,400,572,2244,1347,1475,554,535,731,1803,368,974
0,68,15,2181,2411,2407,439,392,507,256,1465,1080,365,859,560,258,1104,1199,1089,83,1065,2220,1184,2032,1401,169,1100,1652,800,2007,741
1,40,6,1877,1893,439,886,1579,893,145,349,1483,1241,606,900,389,322,1222,1069,286,201,1939,235,46,1934,2039,2482,2244,130,1743,1624
0,95,24,2270,189,1978,1266,433,1067,2277,1442,1975,1887,1243,1838,1052,1266,1882,822,1262,1360,1709,2008,2004,2103,247,28,806,2348,159,1498
1,80,7,1988,296,2450,269,1717,2184,938,900,677,2105,74,1373,408,1949,1453,1311,1547,1757,863,2112,34,1804,876,1819,1185,657,266,1876
0,67,37,2065,874,1912,1559,1873,1813,1691,2110,1268,964,407,381,929,1210,1202,2358,2095,448,2464,2261,381,881,1101,1609,650,2002,948,1225
1,22,39,730,1132,1764,2344,876,748,1808,1303,2290,1011,761,1213,759,746,699,1489,2432,1130,1499,151,417,764,2461,608,2267,2000,1371,914
0,24,40,899,2442,956,1790,1829,1319,2173,1206,2066,457,1864,1907,1516,1486,2496,1815,2396,1547,1345,2444,2299,2346,502,1381,506,2290,1890,239
0,72,42,1768,1307,133,1840,2157,640,418,1541,165,1350,2220,1802,1378,1498,1774,1873,1612,1341,728,1358,842,762,234,1082,1485,149,1366,1675
1,21,25,1472,1490,2190,1238,1677,2033,2021,2081,1675,610,218,1559,1703,19,1939,487,220,2,173,726,2244,2087,461,1176,882,271,221,1599
0,55,39,1425,1158,889,1010,15,649,1083,2430,775,1068,1075,2239,496,264,2112,2478,1954,1708,1520,562,596,1992,940,1130,1262,0,1151,5
0,62,9,1194,1364,1976,2122,879,2110,1360,2313,1849,1057,186,1290,2158,1425,1734,278,1557,2339,1515,195,1227,2344,187,631,532,2007,411,1132
1,61,15,2390,848,2279,657,163,1087,110,1626,344,804,2135,363,189,1628,275,1,452,271,872,844,1633,1889,1768,1900,1065,2264,1689,528
1,65,6,396,501,504,685,711,119,1219,78,1350,184,1347,1695,799,2450,1416,2104,122,2249,1812,410,510,1275,274,1522,962,349,2373,1624
0,84,16,1386,2107,1296,1482,1208,2150,136,232,575,1455,2352,1090,1464,2094,271,1194,1450,306,913,2497,2285,1658,37,1557,592,1683,1049,2130
0,72,19,1954,1608,2330,181,46,1140,2384,1483,664,1965,1963,2208,183,1774,383,1639,1058,1781,1386,1361,2107,1322,2045,1818,1962,683,2234,472
1,32,15,232,342,468,1612,2499,84,1640,635,1791,2373,1926,1914,1175,691,1649,1591,241,1485,482,2181,1581,496,2468,2078,826,1909,894,1725
1,53,17,1822,2019,875,1858,993,548,2325,2398,2166,2323,1315,1040,424,1714,1311,2059,1427,686,1496,727,271,1662,2218,1360,1482,2135,1519,663
1,16,46,174,2434,1677,1147,776,1763,1413,1403,470,1005,1208,2170,860,2394,1228,2408,1627,570,2202,513,881,1325,764,1642,1983,2351,66,1745
0,51,48,478,584,1884,375,1302,782,2258,379,2333,227,10,232,852,1348,1331,2382,1230,2072,1590,2323,1494,1496,572,943,789,884,2027,1942
1,86,5,507,1711,557,2427,1582,2149,93,308,2339,1935,2391,2359,1304,1388,1107,1938,887,433,1988,1665,2267,52,1714,1866,1235,2486,163,1298
1,49,40,1545,1161,274,327,506,256,1350,2012,261,1305,1224,2004,419,1915,2333,65,1868,1922,1517,1247,742,1366,2136,870,570,1168,2305,720
1,85,16,2328,904,2356,760,43,906,2408,292,2093,2148,15,1180,1650,2424,2375,2056,2011,1466,2216,2090,1005,952,152,725,2156,347,466,2270
1,76,24,449,2018,1752,1739,684,133,2012,1127,1594,116,1942,963,1517,853,659,708,1367,1187,1342,68,894,2332,1246,1271,725,1845,645,716
0,98,18,228,493,1275,2457,2318,371,1743,154,446,2136,15,1681,1636,2182,757,954,1589,1455,1875,1901,70,2029,1382,1768,2252,2200,683,1270
1,53,18,613,1566,1431,961,2225,316,1660,797,1491,1209,372,1263,24,1872,2037,302,2363,819,875,2408,1047,1765,516,1426,1426,1218,2233,681
0,63,29,1319,69,1536,2185,1181,1947,2166,527,1144,1336,2065,1371,861,1296,1345,2027,1606,1831,792,1324,1281,1770,1219,1042,1962,354,1759,51
1,73,25,532,1832,1077,1980,1601,1203,1067,1822,801,1506,413,778,928,722,1591,1022,1488,980,84,1294,1315,562,2255,1240,349,1466,2164,2133
1,51,36,290,1661,888,1955,1854,2200,1265,815,2241,2075,1017,123,961,626,515,139,455,2311,1794,1983,1019,200,1273,809,1593,2300,815,744
1,32,11,2308,1431,1014,1828,1097,1748,1127,9,408,1950,606,718,1511,663,1001,1708,865,1167,460,654,1706,2016,1259,2100,153,259,2025,1511
0,101,41,2216,812,1728,1495,1207,1773,1264,163,1736,2407,446,476,21,2077,1831,1068,1225,2284,1707,1579,216,963,484,2045,1363,1420,465,1813
1,93,46,473,491,1369,577,1774,1180,642,328,732,1626,878,108,1852,2379,806,1756,1957,266,647,189,1996,1965,2464,1642,1940,728,1813,194
1,53,0,408,1240,1654,1242,2254,2392,1714,869,769,625,1540,852,2056,932,596,127,1819,1806,1499,342,1096,1318,396,1127,872,120,2007,2192
0,112,19,1884,1648,2202,2445,2333,1083,2460,1519,264,1322,2463,1472,1893,467,2272,1357,441,1168,1990,260,2314,2354,715,203,623,2357,197,2349
